,experiment,y_true,y_pred,difference
22350,OVCAR-4+755+737754,17.0,-29.05065,46.050650000000005
14712,SK-MEL-5+715055+9706,32.0,-14.08441,46.08441
15290,UACC-257+747971+713563,71.0,24.909670000000002,46.090329999999994
3119,SF-295+119875+26980,33.0,-13.102594,46.102593999999996
15026,UACC-257+256942+24559,159.0,205.11093,46.110929999999996
6613,HCC-2998+9706+745750,38.0,-8.115163,46.115163
20356,NCI-H460+762+226080,15.0,-31.127979999999997,46.127979999999994
11477,RPMI-8226+747599+118218,3.0,-43.13619,46.13619
2464,T-47D+732517+34462,91.0,44.858444,46.141556
5054,SNB-75+92859+49842,39.0,-7.1611032,46.1611032
1326,HS 578T+66847+750,12.0,-34.163677,46.163677
20871,NCI-H522+754230+613327,10.0,-36.1651,46.1651
11236,RPMI-8226+25154+698037,52.0,5.8201849999999995,46.179815
8838,SW-620+296961+102816,51.0,4.8089128,46.1910872
27707,RXF 393+613327+6396,2.0,-44.209309999999995,46.209309999999995
10304,K-562+256942+24559,54.0,7.781436,46.218564
25993,A498+125973+608210,55.0,8.78128,46.21872
24970,DU-145+109724+38721,25.0,-21.222757,46.222757
4208,SNB-19+256942+127716,4.0,-42.236374,46.236374
1209,HS 578T+266046+362856,4.0,-42.240192,46.240192
3955,SF-539+740+715055,43.0,-3.240452,46.240452
21240,IGROV1+686673+752,18.0,-28.268532,46.268532
8772,SW-620+25154+105014,17.0,-29.284986,46.284986
29950,HOP-92+756645+82151,16.0,-30.306440000000002,46.30644
18994,NCI-H23+18509+698037,2.0,-44.30827,46.30827
24004,NCI/ADR-RES+218321+38721,34.0,-12.3136835,46.313683499999996
21200,IGROV1+628503+737754,86.0,39.655926,46.344074
9352,CCRF-CEM+27640+141540,21.0,-25.374598000000002,46.374598000000006
21463,OVCAR-3+125066+32065,13.0,-33.39594,46.39594
11403,RPMI-8226+701852+71423,2.0,48.395990000000005,46.395990000000005
13181,M14+246131+747972,9.0,-37.437374,46.437374
11499,RPMI-8226+747973+719276,74.0,27.562563,46.437437
2087,T-47D+122819+123127,29.0,-17.438927,46.438927
6989,HCT-116+743414+3088,14.0,-32.440129999999996,46.440129999999996
2166,T-47D+218321+754230,17.0,-29.45399,46.453990000000005
24665,PC-3+369100+85998,14.0,-32.455729999999996,46.455729999999996
25904,786-0+761431+761432,54.0,7.5365515,46.4634485
21893,OVCAR-3+82151+141540,66.0,19.526072,46.473928
16676,A549/ATCC+701852+698037,15.0,-31.476809000000003,46.476809
24754,PC-3+681239+138783,59.0,105.48783999999999,46.48783999999999
24503,PC-3+14229+673596,53.0,6.4990807,46.5009193
29005,UO-31+24559+713563,41.0,-5.5240800000000005,46.52408
17058,EKVX+409962+750690,28.0,-18.537878,46.537878
19480,NCI-H322M+14229+123127,31.0,-15.558144,46.558144
11500,RPMI-8226+747973+745750,109.0,62.441093,46.558907
18765,NCI-H226+719276+24559,15.0,-31.5712,46.571200000000005
1807,BT-549+606869+32065,16.0,-30.575064,46.575064
29677,MOLT-4+698037+756645,12.5,-34.078907,46.578907
6004,COLO 205+747973+19893,28.0,-18.631598,46.631598
7262,HCT-15+256942+681239,72.0,25.338757,46.661243
9762,HL-60(TB)+18509+755,23.0,-23.673601,46.673601000000005
6141,HCC-2998+123127+226080,20.0,-26.677382,46.677382
8805,SW-620+26271+125973,75.0,28.302571999999998,46.697428
2859,SF-268+49842+122758,32.0,-14.707135000000001,46.707135
26424,A498+92859+105014,60.0,13.28705,46.71295
13328,M14+628503+279836,5.0,-41.74127,46.74127
21607,OVCAR-3+296961+45388,70.0,23.253436999999998,46.746563
24937,PC-3+85998+63878,41.0,-5.753843,46.753843
18414,NCI-H226+123127+732517,44.0,-2.7565098,46.7565098
7389,HCT-15+613327+737754,5.0,-41.769962,46.769962
9808,HL-60(TB)+256439+747972,47.0,0.19803536,46.80196464
20642,NCI-H522+45923+241240,31.0,-15.805438,46.805438
12615,MALME-3M+127716+754230,9.0,-37.81197,46.81197
16061,MDA-MB-435+32065+749226,23.0,-23.81672,46.816720000000004
9518,CCRF-CEM+719276+63878,37.0,-9.846788,46.846788000000004
20946,IGROV1+119875+608210,43.0,-3.8469973,46.8469973
24771,PC-3+702294+109724,1.0,-45.85344,46.85344
1005,MDA-MB-231+82151+737754,17.0,-29.864884999999997,46.864885
21887,OVCAR-3+77213+754143,4.0,-42.896957,46.896957
23785,SK-OV-3+732517+737754,1.0,47.9036,46.9036
11044,MOLT-4+755+755986,35.0,-11.914092,46.914092
14487,SK-MEL-5+246131+279836,45.0,-1.9689043999999998,46.9689044
15571,UACC-62+296961+757441,16.0,-30.984009000000004,46.984009
16318,MDA-MB-435+755+701852,43.0,-3.9856644,46.9856644
4034,SF-539+77213+613327,20.0,-26.987007000000002,46.987007000000006
6576,HCC-2998+755+740,32.0,-14.988682999999998,46.988682999999995
6268,HCC-2998+26271+747972,17.0,-29.991531,46.991530999999995
26744,ACHN+681239+180973,103.0,55.97319399999999,47.02680600000001
11950,SR+721517+19893,40.0,-7.0319004000000005,47.0319004
10912,MOLT-4+698037+761432,66.0,18.967716,47.032284000000004
10023,HL-60(TB)+719276+733504,47.0,94.05105999999999,47.05105999999999
8809,SW-620+26271+45923,14.0,-33.061554,47.061554
27518,RXF 393+14229+241240,38.0,-9.068836,47.068836
24373,NCI/ADR-RES+754230+246131,17.0,-30.084108,47.084108
19956,NCI-H460+127716+241240,42.0,-5.0891056,47.089105599999996
24668,PC-3+38721+3053,29.0,-18.091265,47.091265
13018,MALME-3M+754230+753082,50.0,2.8767552000000003,47.1232448
14917,UACC-257+125066+226080,12.0,-35.147636,47.147636
14082,SK-MEL-28+34462+713563,28.0,-19.14874,47.148740000000004
16579,A549/ATCC+369100+733504,58.0,10.830475,47.169525
13312,M14+49842+760766,38.0,85.1762,47.176199999999994
23509,SK-OV-3+241240+71423,30.0,-17.177912,47.177912
11648,SR+141540+760766,34.0,-13.1883,47.1883
410,MCF7+747599+608210,82.0,34.794216,47.205784
24967,DU-145+109724+14229,22.0,-25.210522,47.210522
18954,NCI-H23+127716+3088,18.0,-29.223609999999997,47.223609999999994
9446,CCRF-CEM+6396+763371,47.0,-0.22832596,47.22832596
9582,CCRF-CEM+747973+45388,5.0,-42.241592,47.241592
2791,SF-268+279836+757441,37.0,-10.246768,47.246768
421,MCF7+747971+761432,65.0,112.25851399999999,47.25851399999999
9190,CCRF-CEM+118218+105014,54.0,6.702197,47.297803
26576,ACHN+256439+6396,105.0,57.699314,47.300686
17209,EKVX+733504+27640,30.0,-17.321903,47.321903
29484,NCI-H522+226080+49842,18.0,-29.338537,47.338537
24492,PC-3+138783+698037,15.0,-32.340115000000004,47.340115000000004
263,MCF7+49842+761432,3.0,50.341312,47.341312
15631,UACC-62+45923+740,15.0,-32.348087,47.348087
29627,HL-60(TB)+606869+719344,32.0,-15.382270000000002,47.382270000000005
28331,SN12C+747971+79037,45.0,-2.3856778,47.385677799999996
26549,ACHN+218321+760766,24.0,-23.394949,47.394949
3816,SF-539+49842+122819,74.0,26.604242,47.395758
9721,HL-60(TB)+127716+26980,11.0,58.434013,47.434013
3555,SF-295+77213+82151,89.0,41.546079999999996,47.453920000000004
1421,HS 578T+732517+606869,28.0,-19.460520000000002,47.46052
1790,BT-549+45388+122819,38.0,-9.484983,47.484983
9375,CCRF-CEM+32065+8806,17.0,-30.491179,47.491179
3997,SF-539+750690+6396,9.0,-38.512085,47.512085
27983,SN12C+13875+761432,16.0,63.518078,47.518078
25266,DU-145+681239+180973,187.0,139.4763,47.52369999999999
11351,RPMI-8226+609699+9706,36.0,-11.529071,47.529071
26128,A498+26980+66847,29.0,76.530334,47.530333999999996
10391,K-562+606869+755,4.0,-43.553005,47.553005
20160,NCI-H460+609699+701852,62.0,14.443432999999999,47.556567
16959,EKVX+226080+719345,24.0,-23.562498,47.562498000000005
20240,NCI-H460+719276+761432,88.0,135.5981,47.59809999999999
21109,IGROV1+296961+752,35.0,-12.6090975,47.609097500000004
3276,SF-295+26980+719344,29.0,-18.621971,47.621971
26740,ACHN+67574+719345,3.0,-44.624317,47.624317
10808,MOLT-4+3053+79037,13.0,60.633602,47.633602
10591,K-562+77213+755,3.0,-44.640648,47.640648
18351,HOP-92+85998+226080,15.0,-32.644764,47.644764
10963,MOLT-4+721517+246131,11.0,-36.676937,47.676937
7018,HCT-116+747972+123127,18.0,-29.688557,47.688557
12849,MALME-3M+681239+105014,7.0,-40.692245,47.692245
10719,MOLT-4+19893+757441,2.0,49.69585,47.69585
5552,U251+82151+122819,5.0,52.706364,47.706364
22579,OVCAR-5+26980+755,12.0,-35.707029999999996,47.707029999999996
18685,NCI-H226+6396+715055,69.0,21.291811,47.708189000000004
15354,UACC-257+82151+9706,22.0,69.717316,47.717316
25199,DU-145+49842+752,50.0,2.2755403999999997,47.7244596
18323,HOP-92+761431+755986,8.0,-39.74814,47.74814
26170,A498+38721+180973,15.0,-32.748158000000004,47.748158000000004
3447,SF-295+721517+13875,22.0,-25.773923999999997,47.773923999999994
4797,SNB-75+362856+715055,71.0,23.197819,47.802181000000004
24645,PC-3+32065+698037,45.0,-2.8055842,47.8055842
19758,NCI-H322M+718781+246131,91.0,43.187668,47.812332
11850,SR+628503+761432,66.0,113.81673,47.81673000000001
27831,RXF 393+747971+34462,11.0,-36.83178,47.83178
16816,A549/ATCC+77213+82151,56.0,8.163730000000001,47.83627
5390,U251+701852+141540,98.0,50.158173,47.841827
29641,K-562+608210+756645,55.5,103.3537,47.8537
20713,NCI-H522+681239+218321,23.0,-24.860106,47.860106
14390,SK-MEL-5+119875+628503,12.0,-35.88821,47.88821
19491,NCI-H322M+18509+226080,44.0,-3.9086773,47.9086773
17473,HOP-62+25154+63878,65.0,17.085086999999998,47.914913
24330,NCI/ADR-RES+745750+241240,7.0,-40.926853,47.926853
28174,SN12C+609699+125973,5.0,-42.939007000000004,47.939007000000004
11636,SR+138783+747972,12.0,-35.939713,47.939713
20518,NCI-H522+246131+180973,62.0,14.051509,47.948491000000004
19977,NCI-H460+141540+747974,32.0,-16.001898,48.001898
28465,TK-10+125973+756645,38.0,-10.002460000000001,48.00246
18750,NCI-H226+71423+82151,70.0,21.98969,48.010310000000004
23246,OVCAR-8+718781+719345,28.0,-20.034422,48.034422
19899,NCI-H322M+92859+719627,16.0,-32.036970000000004,48.036970000000004
12113,LOX IMVI+127716+105014,34.0,-14.046035,48.046035
29985,M14+760766+761432,40.5,88.54704,48.047039999999996
9781,HL-60(TB)+226080+3053,36.0,-12.076122,48.076122
15168,UACC-257+66847+18509,33.0,-15.087354999999999,48.087355
24961,DU-145+102816+755986,57.0,8.876369,48.123631
11460,RPMI-8226+733504+122758,60.0,11.869303,48.130697
23325,OVCAR-8+747973+6396,38.0,-10.136467,48.136466999999996
29722,UACC-62+715055+753082,178.5,130.34593,48.15406999999999
28045,SN12C+246131+673596,48.0,-0.18801033,48.18801033
9201,CCRF-CEM+119875+71423,18.0,-30.189978000000004,48.189978
16981,EKVX+25154+719345,2.0,-46.211437,48.211437
869,MDA-MB-231+712807+713563,55.0,103.22740999999999,48.22740999999999
27173,CAKI-1+34462+760766,22.0,-26.277534000000003,48.277534
5817,COLO 205+409962+749226,9.0,-39.283203,48.283203
9613,CCRF-CEM+754230+763371,35.0,-13.297254,48.297254
27649,RXF 393+3053+713563,20.0,68.30675500000001,48.30675500000001
6437,HCC-2998+702294+9706,35.0,-13.312120000000002,48.31212
9510,CCRF-CEM+718781+609699,29.0,-19.363605,48.363605
19947,NCI-H460+125066+701852,49.0,0.63495183,48.36504817
17778,HOP-62+747971+8806,21.0,-27.36895,48.36895
14775,SK-MEL-5+747973+67574,7.0,55.36956800000001,48.36956800000001
3285,SF-295+279836+9706,90.0,41.619667,48.380333
22170,OVCAR-4+609699+754230,21.0,-27.409489,48.409489
8180,KM12+14229+606869,31.0,-17.418507,48.418507000000005
24652,PC-3+362856+13875,3.0,-45.422573,48.422573
19652,NCI-H322M+45923+122819,11.0,-37.442776,48.442776
25514,786-0+125066+226080,37.0,-11.469272,48.469272000000004
3698,SF-539+25154+123127,26.0,-22.469522,48.469522
3204,SF-295+226080+71423,19.0,-29.507963,48.507963000000004
14457,SK-MEL-5+18509+27640,23.0,-25.514154,48.514154000000005
12700,MALME-3M+256439+3053,47.0,-1.5189743999999998,48.5189744
17043,EKVX+34462+760766,46.0,-2.5522513,48.5522513
5224,U251+256942+715055,69.0,20.428335,48.571664999999996
27143,CAKI-1+296961+138783,33.0,-15.576568,48.576568
17405,HOP-62+138783+750690,10.0,-38.57734,48.57734
1644,BT-549+18509+719344,25.0,-23.592478,48.592478
22292,OVCAR-4+745750+733504,57.0,8.404633500000001,48.5953665
12198,LOX IMVI+246131+732517,52.0,100.59614,48.596140000000005
592,MDA-MB-231+1390+754143,15.0,-33.60246,48.60246
20302,NCI-H460+747971+79037,32.0,-16.606916000000002,48.606916
19381,NCI-H23+8806+755986,3.0,-45.608093,48.608093
29065,UO-31+27640+713563,6.0,-42.616367,48.616367
4234,SNB-19+266046+9706,67.0,18.381647,48.618353
999,MDA-MB-231+77213+733504,34.0,-14.629010999999998,48.629011
2595,T-47D+92859+45388,12.0,-36.67127,48.67127
13366,M14+67574+755986,123.0,74.325,48.675
5175,U251+218321+138783,34.0,-14.683732999999998,48.683733
22974,OVCAR-8+180973+608210,16.0,64.7435,48.7435
7348,HCT-15+409962+180973,12.0,-36.745870000000004,48.745870000000004
2955,SF-268+718781+141540,4.0,52.74933000000001,48.74933000000001
22719,OVCAR-5+702294+169780,40.0,-8.751233000000001,48.751233
17098,EKVX+628503+606869,18.0,-30.752542,48.752542
19783,NCI-H322M+719627+753082,3.0,-45.78398,48.78398
20094,NCI-H460+296961+673596,83.0,131.78926,48.78926000000001
16417,A549/ATCC+125973+122758,134.0,182.80656000000002,48.80656000000002
27803,RXF 393+732517+6396,4.0,-44.820763,48.820763
10907,MOLT-4+686673+608210,55.0,103.85879,48.85879
8090,HT29+77213+761432,8.0,-40.882458,48.882458
4696,SNB-75+19893+169780,1.0,-47.92085,48.92085
7351,HCT-15+409962+63878,19.0,-29.940604999999998,48.940605
2336,T-47D+609699+754143,125.0,76.04252,48.957480000000004
14878,UACC-257+109724+138783,8.0,-40.96804,48.96804
12639,MALME-3M+14229+18509,54.0,5.026587,48.973413
1274,HS 578T+409962+747974,1.0,-47.975594,48.975594
16556,A549/ATCC+296961+606869,131.0,82.01168,48.98832
3857,SF-539+67574+749226,89.0,40.003240000000005,48.996759999999995
12922,MALME-3M+719344+715055,82.0,32.998363,49.001637
11140,RPMI-8226+125066+102816,1.0,-48.02888,49.02888
13062,MALME-3M+92859+718781,32.0,-17.057888000000002,49.057888000000005
28764,TK-10+719344+761432,96.0,46.921135,49.078865
18536,NCI-H226+256942+102816,34.0,-15.083044000000001,49.083044
6249,HCC-2998+256942+122819,48.0,-1.0932913999999998,49.0932914
6608,HCC-2998+9706+122758,12.0,-37.100246000000006,49.100246000000006
15037,UACC-257+26271+628503,17.0,-32.10411,49.10411
24240,NCI/ADR-RES+686673+45388,9.0,-40.1084,49.1084
9304,CCRF-CEM+256439+369100,16.0,-33.117340000000006,49.117340000000006
29863,DU-145+749226+761432,186.5,137.37929,49.12071
13140,M14+141540+279836,108.0,58.874790000000004,49.125209999999996
17551,HOP-62+34462+122819,42.0,-7.1435943,49.143594300000004
4707,SNB-75+226080+755,14.0,-35.145559999999996,49.145559999999996
28558,TK-10+256942+102816,55.0,5.8285575,49.1714425
9397,CCRF-CEM+409962+125066,90.0,40.826374,49.173626
29527,MDA-MB-435+279836+756645,49.5,0.32183778,49.17816222
26637,ACHN+34462+747974,61.0,11.819746,49.180254
14994,UACC-257+24559+141540,113.0,63.802788,49.197212
8548,KM12+754143+757441,42.0,-7.2072773,49.2072773
1460,HS 578T+750+362856,26.0,-23.21019,49.21019
25499,786-0+119875+733504,27.0,-22.215406,49.215406
23327,OVCAR-8+747973+67574,60.0,10.771552,49.228448
27710,RXF 393+628503+608210,87.0,37.768105,49.231895
8381,KM12+628503+246131,192.0,142.73337,49.26662999999999
25992,A498+125973+180973,126.0,175.27002,49.27001999999999
12593,MALME-3M+122819+279836,32.0,-17.290144,49.290144
29920,CCRF-CEM+756645+757441,47.5,-1.8007935000000002,49.3007935
14656,SK-MEL-5+66847+241240,27.0,-22.304014000000002,49.304014
14802,SK-MEL-5+754143+34462,82.0,32.68204,49.31796
5205,U251+25154+747971,30.0,-19.373142,49.373142
29242,UO-31+719344+732517,24.0,-25.392176,49.392176
5226,U251+256942+747971,46.0,-3.3946129999999997,49.394613
28649,TK-10+45388+122819,25.0,-24.400839,49.400839000000005
82,MCF7+138783+761432,6.0,55.40186,49.40186
8351,KM12+45388+141540,14.0,-35.407368,49.407368
19966,NCI-H460+138783+628503,78.0,28.581913,49.418087
27157,CAKI-1+3088+713563,6.0,-43.41939,49.41939
2971,SF-268+719627+82151,76.0,26.55248,49.44752
6566,HCC-2998+754230+71423,9.0,-40.455715000000005,49.455715000000005
19696,NCI-H322M+66847+49842,35.0,-14.460194,49.460194
17620,HOP-62+609699+745750,15.0,-34.484287,49.484287
26704,ACHN+613327+138783,7.0,-42.548332,49.548332
11430,RPMI-8226+718781+32065,5.0,-44.554832,49.554832
9552,CCRF-CEM+737754+753082,104.0,54.433487,49.566513
29899,LOX IMVI+755986+757441,38.5,-11.079349,49.579349
12698,MALME-3M+256439+24559,54.0,103.58995,49.58995
28361,SN12C+754230+698037,40.0,-9.59329,49.593289999999996
18921,NCI-H23+109724+613327,12.0,-37.6197,49.6197
6866,HCT-116+609699+750690,38.0,-11.621957,49.621957
23519,SK-OV-3+246131+750690,43.0,92.63205,49.63205000000001
1472,HS 578T+752+13875,21.0,-28.6373,49.637299999999996
3590,SF-539+109724+27640,16.0,-33.653605999999996,49.653605999999996
20435,NCI-H522+125066+755986,23.0,-26.68833,49.68833
5902,COLO 205+712807+241240,12.0,-37.692574,49.692574
9370,CCRF-CEM+3088+761432,75.0,25.301482999999998,49.698517
27058,CAKI-1+19893+715055,4.0,-45.70258,49.70258
14239,SK-MEL-28+719344+9706,23.0,-26.71057,49.710570000000004
7080,HCT-116+85998+71423,14.0,-35.720753,49.720753
29753,SNB-75+737754+747974,90.5,40.774673,49.725327
24288,NCI/ADR-RES+719276+71423,16.0,-33.726467,49.726467
8461,KM12+719276+750690,23.0,-26.760345,49.760345
12220,LOX IMVI+256942+747971,105.0,55.237643999999996,49.762356000000004
15751,UACC-62+719627+279836,86.0,135.76578,49.76578000000001
16786,A549/ATCC+754143+67574,71.0,21.224264,49.775735999999995
27650,RXF 393+3053+755986,126.0,76.20499000000001,49.79500999999999
1420,HS 578T+732517+125973,36.0,-13.804418,49.804418
10811,MOLT-4+3088+79037,62.0,111.81608999999999,49.81608999999999
24454,PC-3+122819+760766,45.0,-4.816168299999999,49.8161683
21623,OVCAR-3+32065+749226,10.0,-39.865414,49.865414
15003,UACC-257+246131+32065,53.0,3.1203496,49.8796504
10661,MOLT-4+122819+169780,76.0,125.91893999999999,49.91893999999999
14120,SK-MEL-28+49842+753082,52.0,101.964005,49.964005
27387,CAKI-1+754143+747599,14.0,-35.964535,49.964535
9626,CCRF-CEM+762+743414,17.0,-32.971214,49.971214
1120,HS 578T+180973+760766,41.0,-8.972777,49.972777
19569,NCI-H322M+26271+3053,19.0,-30.973143,49.973143
4825,SNB-75+49842+169780,33.0,-16.981718,49.981718
11582,SR+105014+719345,19.0,-30.989867999999998,49.989868
22538,OVCAR-5+25154+8806,30.0,-19.9919,49.9919
22337,OVCAR-4+754230+698037,40.0,-10.017653,50.017652999999996
2218,T-47D+256942+745750,83.0,32.97006,50.02994
26639,ACHN+362856+67574,35.0,-15.031176,50.031176
2901,SF-268+66847+755,34.0,-16.043210000000002,50.04321
21419,IGROV1+92859+123127,41.0,-9.045764,50.045764
6151,HCC-2998+125973+13875,25.0,-25.048094,50.048094
4467,SNB-19+745750+698037,37.0,-13.050588000000001,50.050588000000005
24897,PC-3+752+141540,5.0,-45.067528,50.067528
23976,NCI/ADR-RES+1390+246131,15.0,-35.06872,50.06872
20367,NCI-H460+82151+763371,27.0,-23.07816,50.07816
22526,OVCAR-5+246131+747599,138.0,87.90475,50.09524999999999
19134,NCI-H23+38721+749226,18.0,-32.117470000000004,50.117470000000004
13994,SK-MEL-28+241240+3053,14.0,-36.141964,50.141964
2333,T-47D+609699+719344,55.0,4.8479223,50.1520777
22647,OVCAR-5+45923+747971,17.0,-33.155994,50.155994
1227,HS 578T+296961+45923,77.0,26.838293,50.161707
26817,ACHN+732517+8806,16.0,66.16318000000001,50.16318000000001
12588,MALME-3M+119875+9706,28.0,78.166725,50.166725
11968,SR+743414+79037,129.0,78.82907,50.17093
3148,SF-295+125973+756645,31.0,-19.181896,50.181895999999995
19757,NCI-H322M+718781+13875,8.0,-42.182964,50.182964
15100,UACC-257+409962+102816,33.0,-17.186892,50.186892
17598,HOP-62+49842+141540,36.0,-14.192012,50.192012
12632,MALME-3M+1390+38721,23.0,-27.200615000000003,50.200615
2261,T-47D+3053+13875,49.0,-1.2089590000000001,50.208959
424,MCF7+747972+9706,9.0,-41.214344,50.214344
19543,NCI-H322M+25154+67574,27.0,-23.220032,50.220032
9618,CCRF-CEM+761431+753082,34.0,-16.221106,50.221106
15899,MDA-MB-435+118218+82151,23.0,-27.232504,50.232504
27548,RXF 393+218321+14229,8.0,-42.23519,50.23519
13999,SK-MEL-28+24559+750690,32.0,-18.241692999999998,50.241693
11228,RPMI-8226+246131+118218,43.0,-7.251164999999999,50.251165
26064,A498+226080+71423,78.0,27.74148,50.258520000000004
8782,SW-620+256439+66847,34.0,-16.280113,50.280113
19143,NCI-H23+409962+719345,33.0,-17.30641,50.30641
28997,UO-31+226080+606869,32.0,-18.328306,50.328306
28531,TK-10+226080+753082,85.0,34.67147,50.32853
4818,SNB-75+45923+105014,17.0,-33.3304,50.3304
24118,NCI/ADR-RES+32065+122758,3.0,-47.34874,50.34874
29263,UO-31+733504+122758,55.0,4.5500526,50.4499474
4438,SNB-19+719345+747972,25.0,-25.490004000000003,50.490004
24329,NCI/ADR-RES+745750+226080,52.0,1.4789785,50.5210215
23852,SK-OV-3+755+719344,39.0,-11.542239,50.542239
22307,OVCAR-4+747973+123127,38.0,-12.552997999999999,50.552998
4702,SNB-75+218321+737754,46.0,-4.565151999999999,50.565152
17155,EKVX+702294+755,25.0,-25.578611,50.578610999999995
25115,DU-145+266046+606869,77.0,26.41654,50.58346
6533,HCC-2998+750+63878,17.0,-33.595546999999996,50.595546999999996
116,MCF7+18509+226080,43.0,-7.6052713,50.6052713
24421,NCI/ADR-RES+9706+102816,29.0,79.6367,50.636700000000005
15064,UACC-257+279836+755986,58.0,7.3565507,50.6434493
18937,NCI-H23+122819+749226,36.0,-14.648047,50.648047
22754,OVCAR-5+719344+9706,28.0,-22.656548,50.656548
17564,HOP-62+369100+701852,36.0,-14.687123000000001,50.687123
2878,SF-268+613327+38721,16.0,-34.705535999999995,50.705535999999995
29343,UO-31+761431+749226,43.0,-7.717422,50.717422
1545,BT-549+102816+125973,9.0,-41.730923,50.730923
11424,RPMI-8226+713563+757441,12.0,-38.75201,50.75201
8868,SW-620+34462+761432,23.0,-27.764174,50.764174
2326,T-47D+49842+755986,24.0,74.77005,50.77005
26183,A498+409962+63878,18.0,-32.772503,50.772503
9013,SW-620+71423+715055,53.0,2.1848822,50.8151178
2699,SF-268+180973+67574,156.0,105.17959599999999,50.82040400000001
22344,OVCAR-4+755+27640,55.0,4.1776733,50.8223267
23496,SK-OV-3+218321+25154,12.0,-38.828243,50.828243
15766,UACC-62+733504+279836,26.0,76.845764,50.845764
8244,KM12+256439+609699,37.0,-13.847845999999999,50.847846
9296,CCRF-CEM+25154+32065,1.0,51.86123,50.86123
7790,HT29+266046+279836,4.0,54.861594999999994,50.861594999999994
817,MDA-MB-231+66847+747971,39.0,-11.865611,50.865611
17481,HOP-62+256439+279836,30.0,-20.882053,50.882053
28042,SN12C+246131+105014,74.0,23.115582999999997,50.884417
29081,UO-31+296961+77213,39.0,-11.927192,50.927192
13002,MALME-3M+752+747974,52.0,1.0663688999999998,50.9336311
2539,T-47D+754143+122758,26.0,-24.965559,50.965559
26073,A498+24559+169780,54.0,3.0161254,50.9838746
17013,EKVX+26980+743414,57.0,5.992905,51.007095
21464,OVCAR-3+125066+606869,13.0,-38.014396999999995,51.014396999999995
25788,786-0+71423+141540,71.0,19.962812,51.037188
22107,OVCAR-4+32065+27640,16.0,-35.06456,51.06456
11162,RPMI-8226+1390+19893,55.0,3.9325342000000005,51.0674658
23545,SK-OV-3+256942+749226,4.0,55.071968000000005,51.071968000000005
6356,HCC-2998+49842+125973,30.0,-21.08266,51.082660000000004
20129,NCI-H460+409962+125066,54.0,2.8727237999999997,51.1272762
15005,UACC-257+246131+743414,38.0,-13.133865,51.133865
21562,OVCAR-3+256439+122758,6.0,-45.186817,51.186817
13846,SK-MEL-2+752+713563,52.0,0.7836398,51.2163602
12337,LOX IMVI+681239+246131,32.0,83.24457,51.244569999999996
13417,M14+719276+279836,40.0,91.24688,51.246880000000004
2309,T-47D+409962+749226,20.0,-31.277452,51.277452
3142,SF-295+125066+9706,54.0,2.7200667999999997,51.2799332
17664,HOP-62+686673+752,24.0,-27.294441,51.294441
6544,HCC-2998+750690+63878,21.0,-30.318896999999996,51.31889699999999
3882,SF-539+698037+757441,47.0,-4.3663680000000005,51.366368
11445,RPMI-8226+719345+34462,77.0,25.6258,51.3742
10852,MOLT-4+49842+122819,46.0,-5.381965,51.381965
7697,HT29+1390+732517,13.0,-38.38817,51.38817
3138,SF-295+125066+743414,16.0,-35.40781,51.40781
13646,SK-MEL-2+226080+71423,23.0,-28.425279999999997,51.42528
19784,NCI-H322M+719627+763371,30.0,-21.467766,51.467766
15768,UACC-62+733504+34462,24.0,75.50591999999999,51.50591999999999
1112,HS 578T+14229+745750,43.0,-8.551508,51.551508
25298,DU-145+712807+180973,1.0,-50.57147,51.57147
7750,HT29+25154+14229,3.0,-48.584484,51.584484
27801,RXF 393+721517+753082,48.0,-3.6086626,51.6086626
29211,UO-31+686673+755986,42.0,-9.625671,51.625671
13625,SK-MEL-2+14229+719627,7.0,-44.637707,51.637707
12658,MALME-3M+18509+757441,30.0,-21.65354,51.65354
18812,NCI-H226+740+628503,38.0,-13.665365,51.665365
26350,A498+745750+105014,7.0,-44.68742,51.68742
536,MDA-MB-231+122758+105014,61.0,9.307222,51.692778000000004
7269,HCT-15+256942+85998,26.0,-25.693117,51.693117
4275,SNB-19+369100+14229,82.0,30.302258000000002,51.697742
9718,HL-60(TB)+127716+14229,85.0,33.274498,51.725502
14901,UACC-257+119875+77213,63.0,11.265847,51.734153
27148,CAKI-1+296961+754143,35.0,-16.745863,51.745863
1006,MDA-MB-231+82151+9706,24.0,-27.762465999999996,51.762465999999996
12973,MALME-3M+747971+737754,94.0,42.23403,51.76597
20699,NCI-H522+66847+747974,34.0,-17.774008,51.774007999999995
20075,NCI-H460+266046+9706,57.0,5.181432,51.818568
10318,K-562+26980+750690,10.0,-41.82692,51.82692
2205,T-47D+256439+63878,65.0,13.124479000000001,51.875521
24037,NCI/ADR-RES+25154+102816,54.0,2.1235939999999998,51.876406
11729,SR+266046+3053,93.0,41.115845,51.884155
9346,CCRF-CEM+26980+686673,79.0,27.115108000000003,51.884891999999994
20818,NCI-H522+740+608210,21.0,-30.884996,51.884996
11690,SR+24559+763371,85.0,33.108509999999995,51.891490000000005
14702,SK-MEL-5+712807+67574,5.0,56.89574,51.89574
9037,SW-620+719345+141540,57.0,5.1037035,51.8962965
6420,HCC-2998+686673+169780,68.0,16.099617000000002,51.900383
26182,A498+409962+45923,3.0,-48.91267,51.91267
